project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P050667,1,Uttar Pradesh Third District Primary Education Project,16/12/1999,31/03/2006,World Bank,DAC,India,IND,151|114|112,"Post-secondary education|Government and civil society, general|Basic education",Completion,1999,2006,238092714.5,235161184.8
P070286,1,Agricultural Reform Implementation Project (ARIP),12/07/2001,31/12/2008,World Bank,DAC,Turkey,TUR,151|311|321,"Industry|Agriculture|Government and civil society, general",Completion,2001,2008,749666660.7,651345025
P082712,1,Dominican Republic Power Sector Program - Second Generation Reforms,10/05/2005,30/03/2009,World Bank,DAC,Dominican Republic,DOM,230,Energy generation and supply,Completion,2005,2009,170037915.8,113358610.6
P112625,1,Economic Recovery Development Policy Oeration,24/06/2010,31/12/2010,World Bank,DAC,Moldova,MDA,160|230|240|210|220,Other social infrastructure and services|Banking and financial services|Energy generation and supply|Transport and storage|Communications,Completion,2010,2010,25532939.6,25957564.64
P072003,1,Poverty Reduction Strategy Credit - 1st PRSC,18/03/2004,30/06/2005,World Bank,DAC,Benin,BEN,120|312|151|140|112,"Forestry|Water supply and sanitation|Health|Government and civil society, general|Basic education",Completion,2004,2005,23424704.71,23064086.07
P058308,1,China Pension Reform Project,04/06/1999,31/12/2005,World Bank,DAC,China,CHN,160|240,Other social infrastructure and services|Banking and financial services,Completion,1999,2005,6526664.322,6355024.393
P073065,1,Multisectoral HIV/AIDS Project,12/01/2001,30/06/2007,World Bank,DAC,Cameroon,CMR,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2001,2007,62472221.73,62918327.17
P043101,1,Financial Sector Adjustment Credit Project,04/11/1997,30/09/1999,World Bank,DAC,"Yemen, Republic of",YEM,151|321|240,"Banking and financial services|Industry|Government and civil society, general",Completion,1997,1999,107251895.9,107308741.2
P071371,1,Multisectoral HIV/AIDS Control and Orphans Project,27/06/2002,15/01/2009,World Bank,DAC,Burundi,BDI,151|120|160|113|112,"Other social infrastructure and services|Basic education|Health|Government and civil society, general|Secondary education",Completion,2002,2009,44263318.94,52881314.86
P035170,1,Orissa Power Sector Restructuring Project,14/05/1996,30/06/2004,World Bank,DAC,India,IND,151|230,"Government and civil society, general|Energy generation and supply",Completion,1996,2004,477511024.8,307527794.2
P050911,1,Integrated Coastal Management Project,17/12/1998,28/02/2007,World Bank,DAC,Georgia,GEO,151|310|160,"Other social infrastructure and services|Government and civil society, general|Agriculture, forestry, fishing",Completion,1998,2007,5832955.528,6091881.511
P046836,1,UG: Lake Victoria Env. Proj. (IDA),30/07/1996,31/12/2005,World Bank,DAC,Uganda,UGA,151|311|310|140,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture|Government and civil society, general",Completion,1996,2005,16508238.29,22252100.76
P051602,1,Private Industry Recovery Project,10/02/1998,31/01/2003,World Bank,DAC,Albania,ALB,151|240,"Banking and financial services|Government and civil society, general",Completion,1998,2003,13588135.04,5913890.04
P119152,1,Additional Financing Community Livelihoods in Conflict Affected Areas Project,17/12/2009,,World Bank,DAC,Sri Lanka,LKA,160|311|321|310,"Agriculture, forestry, fishing|Industry|Agriculture|Other social infrastructure and services",Completion,2009,2009,12419576.77,
P074181,1,Competitiveness and Employment Development Policy Loan (CEDPL),28/06/2007,30/09/2008,World Bank,DAC,Turkey,TUR,151|240,"Banking and financial services|Government and civil society, general",Completion,2007,2008,533570107.6,540356884.6
P073892,1,Health Sector Strengthening and Modernization II Project,12/07/2001,31/12/2009,World Bank,DAC,Costa Rica,CRI,120|151,"Health|Government and civil society, general",Completion,2001,2009,21240555.39,16625169.29
P008282,1,Petroleum Technical Assistance Project,20/04/1995,30/11/2000,World Bank,DAC,Azerbaijan,AZE,322|151,"Government and civil society, general|Mineral resources and mining",Completion,1995,2000,28918227.64,13379090.27
P078311,1,Real Estate Cadastre & Registration Project (Serbia),25/05/2004,31/03/2012,World Bank,DAC,Serbia,SRB,151|310|240|220,"Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Communications",Completion,2004,2012,35137057.07,34448765.5
P066345,1,ENERGY/WATER/SANITATION SECTOR REFORM TECHNICAL ASSISTANCE PROJECT,13/06/2000,31/12/2005,World Bank,DAC,Mauritania,MRT,151,"Government and civil society, general",Completion,2000,2005,12649015.14,12733019.91
P034082,1,Public Sector Adjustment Loan (PSAL),27/01/1998,31/12/1999,World Bank,DAC,Hungary,HUN,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,1998,1999,198850756.6,198850756.6
P120190,1,DJ-Urban Poverty Reduction Add Financing,10/06/2010,,World Bank,DAC,Djibouti,DJI,160|111|210|140,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",Completion,2010,2010,2961820.994,
P054119,1,Bahia Health System Reform Project,12/06/2003,31/08/2009,World Bank,DAC,Brazil,BRA,151|120,"Health|Government and civil society, general",Completion,2003,2009,36126375.84,36126375.84
P122812,1,AGRICULTURAL COMPETITIVENESS IMPROVEMENT PROJECT,30/09/2013,31/12/2018,World Bank,DAC,Azerbaijan,AZE,311|310|321,"Agriculture, forestry, fishing|Industry|Agriculture",Implementation,2013,2018,35635527.51,
P121812,1,Cape Verde - DPL 1/PRSC VI,16/12/2010,30/06/2011,World Bank,DAC,Cabo Verde,CPV,151|230|240,"Banking and financial services|Energy generation and supply|Government and civil society, general",Completion,2010,2011,10213175.84,10016756.04
P125477,1,Mozambique Nutrition Additional Financing,24/01/2013,,World Bank,DAC,Mozambique,MOZ,120|151|121,"Health, general|Health|Government and civil society, general",Implementation,2013,2013,38217812.11,
P114991,1,Hungary - Financial Sector and Macro Stability Loan (DPL),22/09/2009,31/12/2010,World Bank,DAC,Hungary,HUN,120|151|160|240,"Other social infrastructure and services|Banking and financial services|Health|Government and civil society, general",Completion,2009,2010,1462622507,
P117088,1,Financial Sector and Public Financial Management Development Policy Credit,28/07/2009,30/06/2010,World Bank,DAC,Nigeria,NGA,151|240,"Banking and financial services|Government and civil society, general",Completion,2009,2010,517482365.5,525268860.6
P110407,1,AF Rural Enterprise Development Program,09/03/2010,31/12/2015,World Bank,DAC,Afghanistan,AFG,151|240,"Banking and financial services|Government and civil society, general",Implementation,2010,2015,30639527.52,9121162.766
P050474,1,Education Reform Project,24/05/2001,31/12/2006,World Bank,DAC,Russian Federation,RUS,151|111|113|112,"Education, level unspecified|Secondary education|Government and civil society, general|Basic education",Completion,2001,2006,62472221.73,57723780.93
P074972,1,Programmatic Adjustment Loan 2,09/12/2003,30/06/2005,World Bank,DAC,Ukraine,UKR,151|160|310|230|240,"Other social infrastructure and services|Banking and financial services|Energy generation and supply|Government and civil society, general|Agriculture, forestry, fishing",Completion,2003,2005,301053132,301053132
P123783,1,VN-VAHIP additional financing,30/06/2011,,World Bank,DAC,Vietnam,VNM,120|121|311,"Health, general|Agriculture|Health",Completion,2011,2011,10000000,
P056200,1,Transport Development Project,22/03/2001,31/12/2007,World Bank,DAC,Mongolia,MNG,151|210,"Government and civil society, general|Transport and storage",Completion,2001,2007,42481110.77,42986152.34
P005522,1,Financial Markets Development Loan Project,27/07/1995,30/06/1998,World Bank,DAC,Morocco,MAR,151|240,"Banking and financial services|Government and civil society, general",Completion,1995,1998,347574851.4,337411687.9
P117616,1,Emergency Urban Infrastructure Rehabilitation and Maintenance Project - Additional Financing,28/09/2010,,World Bank,DAC,Central African Republic,CAF,151|410|210|140,"Water supply and sanitation|Government and civil society, general|General environmental protection|Transport and storage",Implementation,2010,2010,24409490.26,
P064910,0,El Salvador Environmental Services Project,02/06/2005,15/07/2012,World Bank,DAC,El Salvador,SLV,151|311|310|240,"Agriculture, forestry, fishing|Banking and financial services|Agriculture|Government and civil society, general",Completion,2005,2012,5667930.528,
P071347,1,Road Management and Safety Project,28/03/2002,30/06/2007,World Bank,DAC,Bosnia and Herzegovina,BIH,151|210,"Government and civil society, general|Transport and storage",Completion,2002,2007,36886099.12,42550194.38
P008402,1,Health Project,19/01/1995,30/06/2000,World Bank,DAC,Estonia,EST,120|114|151|121,"Post-secondary education|Health|Government and civil society, general|Health, general",Completion,1995,2000,25025389.3,23352623.11
P102971,1,Natural Resources and Environmental Governance Project,03/06/2008,30/06/2009,World Bank,DAC,Ghana,GHA,160|312|322|230|210,Forestry|Other social infrastructure and services|Transport and storage|Energy generation and supply|Mineral resources and mining,Completion,2008,2009,20879716.1,20616370.68
P112258,1,Private Housing Finance Markets Strengthening Project,06/11/2008,31/12/2012,World Bank,DAC,Mexico,MEX,240,Banking and financial services,Completion,2008,2012,1054425663,1046434660
P090807,1,Bangladesh - Skills and Training Enhancement Project,10/06/2010,30/06/2016,World Bank,DAC,Bangladesh,BGD,151|114,"Post-secondary education|Government and civil society, general",Implementation,2010,2016,80684089.14,10838925.36
P095155,1,North-South Electricity Transmission Project,27/10/2005,30/11/2011,World Bank,DAC,Kazakhstan,KAZ,230,Energy generation and supply,Completion,2005,2011,113358610.6,111184382.6
P035807,1,Welfare Reform Project,06/05/1997,31/12/2003,World Bank,DAC,Latvia,LVA,160|240,Other social infrastructure and services|Banking and financial services,Completion,1997,2003,24265741.45,12612375.59
P148102,0,Electricity Supply Reliability Project: Additional Financing,02/07/2014,,World Bank,DAC,Armenia,ARM,230,Energy generation and supply,Implementation,2014,2014,40000000,
P088978,1,Community Development Fund Supplemental Credit,20/07/2004,,World Bank,DAC,Madagascar,MDG,120|111|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage|Education, level unspecified",Completion,2004,2004,58561761.78,
P095675,1,Second Programmatic Sustainable and Equitable Growth Loan,06/06/2006,30/06/2008,World Bank,DAC,Brazil,BRA,151|331|240|210,"Banking and financial services|Trade policy and regulations|Transport and storage|Government and civil society, general",Completion,2006,2008,660509125.7,164715492.7
P082429,1,Disaster Vulnerability Reduction First Phase APL,10/05/2005,15/12/2013,World Bank,DAC,Colombia,COL,151|410|310|111|210,"Education, level unspecified|Government and civil society, general|General environmental protection|Transport and storage|Agriculture, forestry, fishing",Completion,2005,2013,294732387.5,103865177
P106458,1,Economic Management and Governance Reform Grant,27/05/2008,31/05/2009,World Bank,DAC,Central African Republic,CAF,151|312|322,"Forestry|Mineral resources and mining|Government and civil society, general",Completion,2008,2009,8247487.86,8171426.812
P126351,1,Bahia Inclusion and Economic Development DPL,28/06/2012,31/12/2014,World Bank,DAC,Brazil,BRA,151|120|160|112,"Other social infrastructure and services|Health|Government and civil society, general|Basic education",Completion,2012,2014,687290601.6,
P038895,1,Federal Water Resources Management Project,02/04/1998,21/12/2009,World Bank,DAC,Brazil,BRA,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Completion,1998,2009,262482998.8,237759737.5
P117161,1,Tunisia Employment DPL,01/07/2010,30/06/2011,World Bank,DAC,Tunisia,TUN,160,Other social infrastructure and services,Completion,2010,2011,51065879.2,51065879.2
P083187,1,IN Uttarakhand Water Supply and Sanitation Project,05/09/2006,31/12/2015,World Bank,DAC,India,IND,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Implementation,2006,2015,131772394.2,80394857.91
P078997,1,PK Sindh On-Farm Water Management Project,20/05/2004,31/01/2014,World Bank,DAC,Pakistan,PAK,151|311|310|160,"Agriculture, forestry, fishing|Agriculture|Government and civil society, general|Other social infrastructure and services",Completion,2004,2014,71609322.31,83541722.61
P079351,1,TRANSPORT CORRIDORS IMPROVEMENT PROJECT,11/03/2004,31/12/2009,World Bank,DAC,Mali,MLI,151|160|210,"Other social infrastructure and services|Transport and storage|Government and civil society, general",Completion,2004,2009,57039155.98,56913047.17
P039882,1,Benin - Private Sector Project,30/11/1999,31/12/2007,World Bank,DAC,Benin,BEN,151|331|240,"Banking and financial services|Trade policy and regulations|Government and civil society, general",Completion,1999,2007,39682119.08,37572868.89
P047319,1,Quality Education for All Program,11/04/2000,31/12/2005,World Bank,DAC,Senegal,SEN,151|111,"Education, level unspecified|Government and civil society, general",Completion,2000,2005,63883914.85,64930178.38
P088080,1,Housing and Urban Technical Assistance Project,09/11/2004,31/12/2008,World Bank,DAC,Mexico,MEX,151|240,"Banking and financial services|Government and civil society, general",Completion,2004,2008,9100497.781,2906796.684
P093699,1,AO-Market Oriented Smallholder Agriculture Project,31/07/2008,31/12/2015,World Bank,DAC,Angola,AGO,311|310|140,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",Implementation,2008,2015,31319574.15,547609.9443
P048588,1,Local Government Finance & Development Project (LOGOFIND),23/03/1999,31/12/2008,World Bank,DAC,Philippines,PHL,120|151|311|430|210,"Health|Other|Agriculture|Transport and storage|Government and civil society, general",Completion,1999,2008,130533286.4,76469549.63
P128023,1,First Governance and Competitiveness Development Policy Operation,29/03/2012,30/03/2013,World Bank,DAC,Sao Tome and Principe,STP,151,"Government and civil society, general",Completion,2012,2013,4123743.609,
P078408,1,"FINANCIAL MANAGEMENT, TRANSPARENCY AND ACCOUNTABILITY PROJECT (FIMTAP)",06/03/2003,01/09/2009,World Bank,DAC,Malawi,MWI,151,"Government and civil society, general",Completion,2003,2009,28539836.92,28838876.82
P038551,1,Municipal Heating Project,27/03/2001,30/06/2008,World Bank,DAC,Russian Federation,RUS,151|230,"Government and civil society, general|Energy generation and supply",Completion,2001,2008,106202776.9,97505692.42
P045631,1,Financial Sector Technical Assistance (TA) Project,25/06/1996,31/12/2001,World Bank,DAC,Kyrgyz Republic,KGZ,151|240,"Banking and financial services|Government and civil society, general",Completion,1996,2001,4638678.527,3561181.339
P083543,1,Road Maintenance Program (Phase 2),30/06/2004,30/06/2010,World Bank,DAC,Lao People's Democratic Republic,LAO,151|210,"Government and civil society, general|Transport and storage",Completion,2004,2010,26528478.09,27280483.57
P088030,1,Guyana Water Sector Consolidation Project,28/07/2005,31/03/2011,World Bank,DAC,Guyana,GUY,140,Water supply and sanitation,Completion,2005,2011,12809522.99,13119119.7
P086294,1,DRC Education Sector Project,05/06/2007,31/10/2014,World Bank,DAC,"Congo, Democratic Republic of",COD,151|114|111|112,"Education, level unspecified|Government and civil society, general|Post-secondary education|Basic education",Completion,2007,2014,160071032.3,52594197.84
P090346,1,Second Education Sector Development Policy Credit,01/07/2005,31/10/2005,World Bank,DAC,Pakistan,PAK,151|111,"Education, level unspecified|Government and civil society, general",Completion,2005,2005,113358610.6,109355602.9
P124018,1,Senegal Sustainable and Inclusive Agribusiness Project,19/12/2013,31/12/2019,World Bank,DAC,Senegal,SEN,311|321|310,"Agriculture, forestry, fishing|Industry|Agriculture",Implementation,2013,2019,82633107.27,
P110697,1,Second Health Systems Development II - Additional Financing,30/09/2008,,World Bank,DAC,Nigeria,NGA,120|121,"Health, general|Health",Completion,2008,2008,93958722.45,
P093988,1,BD Dhaka Water Supply and Sanitation Project,02/12/2008,31/12/2015,World Bank,DAC,Bangladesh,BGD,410|140,Water supply and sanitation|General environmental protection,Implementation,2008,2015,155553884.9,5855920.229
P073089,1,Second Environmental Management and Capacity Building Project,20/03/2001,30/11/2012,World Bank,DAC,Uganda,UGA,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2001,2012,27487777.56,37673722.35
P093461,1,Sustainable Tourism Development Project (Montenegro),12/06/2007,08/01/2010,World Bank,DAC,Montenegro,MNE,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2007,2010,10671402.15,10099922.16
P098956,1,Post-Primary Education,20/06/2006,30/12/2012,World Bank,DAC,Burkina Faso,BFA,151|114|113,"Post-secondary education|Government and civil society, general|Secondary education",Completion,2006,2012,25146565.22,24391873.68
P008279,0,Enterprise Development Project,24/12/1996,01/07/2002,World Bank,DAC,Armenia,ARM,151|240,"Banking and financial services|Government and civil society, general",Completion,1996,2002,22852313.33,20890598.51
P008561,1,First Private Sector Development Project,08/02/1996,30/06/2002,World Bank,DAC,Moldova,MDA,151|321|240,"Banking and financial services|Industry|Government and civil society, general",Completion,1996,2002,47751102.48,43998816.11
P096124,1,Vishnugad Pipalkoti Hydro Electric Project,30/06/2011,31/12/2017,World Bank,DAC,India,IND,160|140,Water supply and sanitation|Other social infrastructure and services,Implementation,2011,2017,648000000,1620000
P073886,1,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",23/06/2010,30/06/2016,World Bank,DAC,Bangladesh,BGD,321|160|240,Other social infrastructure and services|Industry|Banking and financial services,Implementation,2010,2016,117451522.2,20078843.34
P097292,1,Malawi Emergency Recovery Loan,15/09/2005,31/12/2006,World Bank,DAC,Malawi,MWI,151|311|321|230|220,"Communications|Industry|Agriculture|Government and civil society, general|Energy generation and supply",Completion,2005,2006,34007583.17,33882841.27
P097402,1,Pakistan: Second Partnership for Polio Eradication Project,26/01/2006,30/06/2008,World Bank,DAC,Pakistan,PAK,120,Health,Completion,2006,2008,51281423.39,75368299.98
P010525,1,General Education Project (02),09/12/1997,30/11/2005,World Bank,DAC,Sri Lanka,LKA,151|114|113|112,"Post-secondary education|Secondary education|Government and civil society, general|Basic education",Completion,1997,2005,94247603.55,91317592.36
P008327,1,Enterprise & Financial Sector Adjustment Loan Project,13/05/1997,31/12/2001,World Bank,DAC,Croatia,HRV,151|230|240|220,"Communications|Banking and financial services|Government and civil society, general|Energy generation and supply",Completion,1997,2001,127361626.4,111161664
P094044,1,Second East-West Highway Improvement,18/12/2007,30/06/2012,World Bank,DAC,Georgia,GEO,151|210,"Government and civil society, general|Transport and storage",Completion,2007,2012,37349907.53,57997482.91
P123241,1,2nd. Programmatic Debt and Fiscal Sustainability Development Policy Loan,08/09/2011,31/03/2012,World Bank,DAC,Jamaica,JAM,151,"Government and civil society, general",Completion,2011,2012,100000000,100000000
P008410,1,Rehabilitation Credit Project,30/03/1995,30/06/1996,World Bank,DAC,Georgia,GEO,151|310|160|240,"Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Other social infrastructure and services",Completion,1995,1996,104272455.4,107666909.1
P036405,1,Wanjiazhai Water Transfer Project,03/06/1997,30/06/2007,World Bank,DAC,China,CHN,151|140,"Water supply and sanitation|Government and civil society, general",Completion,1997,2007,536259479.7,435194647.2
P065113,1,Social Expenditure Management Project,15/02/2000,31/12/2003,World Bank,DAC,Philippines,PHL,151|114|160|112,"Other social infrastructure and services|Post-secondary education|Government and civil society, general|Basic education",Completion,2000,2003,127767829.7,127680747.2
P121195,1,MX Water Utilities Efficiency Improvement Project (PROME),09/11/2010,30/06/2016,World Bank,DAC,Mexico,MEX,140,Water supply and sanitation,Implementation,2010,2016,102131758.4,255329.396
P037960,1,Treasury Modernization Project,30/07/1996,31/12/2002,World Bank,DAC,Kazakhstan,KAZ,151,"Government and civil society, general",Completion,1996,2002,21556211.98,20019120.09
P034037,1,Agriculture Infrastructure Development Project,12/09/1996,31/12/2004,World Bank,DAC,Lebanon,LBN,151|310|210,"Agriculture, forestry, fishing|Transport and storage|Government and civil society, general",Completion,1996,2004,42293833.63,28647550.65
P035655,1,Education & Training Support,29/05/1998,31/08/2012,World Bank,DAC,Cote d'Ivoire,CIV,151|114|113|112,"Post-secondary education|Secondary education|Government and civil society, general|Basic education",Completion,1998,2012,70658302.19,66241256.66
P114935,1,Additional Financing for the Felou Hydroelectric Project (WAPP APL2),27/08/2009,,World Bank,DAC,Africa,GTM,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2009,2009,87972002.13,
P004026,1,Railway Efficiency Project,21/11/1996,31/07/2009,World Bank,DAC,Indonesia,IDN,210,Transport and storage,Completion,1996,2009,143253307.4,66338773.7
P126449,1,Piaui Green Growth and Inclusion DPL,06/03/2012,30/03/2013,World Bank,DAC,Brazil,BRA,151|310|160|113|112,"Other social infrastructure and services|Agriculture, forestry, fishing|Basic education|Government and civil society, general|Secondary education",Completion,2012,2013,343645300.8,
P107845,1,Second Basic Education,23/06/2009,31/03/2014,World Bank,DAC,Uzbekistan,UZB,111|113|112,"Education, level unspecified|Secondary education|Basic education",Completion,2009,2014,28979012.47,7661565.695
P132743,1,Additional Finaning of Public Procurement Reform Project II,09/05/2013,,World Bank,DAC,Bangladesh,BGD,151|220,"Communications|Government and civil society, general",Implementation,2013,2013,35635527.51,
P074055,1,Growth and Competitiveness Project,13/05/2003,30/06/2010,World Bank,DAC,Cabo Verde,CPV,151|160|240|210,"Other social infrastructure and services|Banking and financial services|Government and civil society, general|Transport and storage",Completion,2003,2010,13848444.07,18492546.79
P117082,1,Tunisia Northern Tunis Wastewater Project,17/06/2010,30/06/2017,World Bank,DAC,Tunisia,TUN,140,Water supply and sanitation,Implementation,2010,2017,53108514.37,132771.2859
P110770,1,MUNICIPAL SERVICES - ADDITIONAL FINANCING,06/05/2010,,World Bank,DAC,Turkey,TUR,140,Water supply and sanitation,Implementation,2010,2010,245116220.2,
P078726,1,Uruguay Public Services & Social Sectors SAL,08/04/2003,31/01/2007,World Bank,DAC,Uruguay,URY,230|140|210|220,Water supply and sanitation|Communications|Transport and storage|Energy generation and supply,Completion,2003,2007,182438198,110377360.6
P008222,1,Agricultural Extension Project,28/03/1995,31/12/2003,World Bank,DAC,"Venezuela, Republica Bolivariana de",VEN,311,Agriculture,Completion,1995,2003,54221676.82,35262688.33
P111182,1,Vietnam Poverty Reduction Support Credit 9,24/06/2010,31/12/2010,World Bank,DAC,Vietnam,VNM,120|151|310|240|112,"Agriculture, forestry, fishing|Banking and financial services|Health|Government and civil society, general|Basic education",Completion,2010,2010,153197637.6,155305686.1
P038978,1,Private Sector Development Project (03) - In-Service Training,12/09/1996,31/12/2002,World Bank,DAC,Morocco,MAR,151|113,"Government and civil society, general|Secondary education",Completion,1996,2002,31379295.92,24620522.26
P079140,1,PNG-Smallholder Agriculture Development,18/12/2007,31/12/2013,World Bank,DAC,Papua New Guinea,PNG,151|311|160|210,"Other social infrastructure and services|Agriculture|Transport and storage|Government and civil society, general",Completion,2007,2013,29346355.92,4745823.464
P091031,1,India - Capacity Buildng for Industrial Pollution Management,03/06/2010,30/09/2015,World Bank,DAC,India,IND,140,Water supply and sanitation,Implementation,2010,2015,65517523.02,6036014.313
P078458,1,ET-ICT Assisted Dev SIM (FY05),16/09/2004,31/05/2010,World Bank,DAC,Ethiopia,ETH,151|120|111|220,"Communications|Health|Government and civil society, general|Education, level unspecified",Completion,2004,2010,29280880.89,19256047.21
P035730,1,OECS: Telecommunication Reform,04/06/1998,31/12/2004,World Bank,DAC,OECS Countries,GTM,151|113,"Government and civil society, general|Secondary education",Completion,1998,2004,7954030.265,5208931.376
P051026,0,Structural Adjustment Technical Assistance Credit 2 (SATAC 2),26/08/1997,31/12/2002,World Bank,DAC,Armenia,ARM,120|151|160|240,"Other social infrastructure and services|Banking and financial services|Health|Government and civil society, general",Completion,1997,2002,6703243.496,5832769.868
P110849,1,Mexico - Climate Change Development Policy Loan,08/04/2008,30/05/2011,World Bank,DAC,Mexico,MEX,312|230|140,Water supply and sanitation|Forestry|Energy generation and supply,Completion,2008,2011,523297884.8,523297884.8
P049290,1,Nam Theun 2 Social and Environment Project,31/03/2005,31/12/2017,World Bank,DAC,Lao People's Democratic Republic,LAO,151|310|160,"Other social infrastructure and services|Government and civil society, general|Agriculture, forestry, fishing",Implementation,2005,2017,22671722.11,22636667.71
P108253,1,Niger Reform Management and TA,02/07/2009,30/10/2016,World Bank,DAC,Niger,NGA,151|240,"Banking and financial services|Government and civil society, general",Implementation,2009,2016,10349647.31,2914534.672
P113102,1,Yemen Schistosomiasis,17/12/2009,30/06/2016,World Bank,DAC,"Yemen, Republic of",YEM,120,Health,Implementation,2009,2016,25874118.27,6029337.141
P132386,1,Second Urban Infrastructure Project,22/05/2014,31/10/2020,World Bank,DAC,Ukraine,UKR,151|140,"Water supply and sanitation|Government and civil society, general",Implementation,2014,2020,300000000,
P100968,1,Shanxi Coal Bed Methane Development and Utilization,19/05/2009,30/06/2016,World Bank,DAC,China,CHN,230,Energy generation and supply,Implementation,2009,2016,82797178.48,8486710.794
P118826,1,India: Bihar Integrated Social Protection Strengthening Project,30/12/2013,31/03/2020,World Bank,DAC,India,IND,160,Other social infrastructure and services,Implementation,2013,2020,86764762.63,
P113220,1,Productive Safety Net APL III,22/10/2009,30/06/2015,World Bank,DAC,Ethiopia,ETH,311|160,Other social infrastructure and services|Agriculture,Completion,2009,2015,496783070.9,347046873.6
P069840,1,Uganda Third Power Supplemental,20/01/2000,,World Bank,DAC,Uganda,UGA,230,Energy generation and supply,Completion,2000,2000,42163383.8,
P109058,1,HONDURAS ROAD REHABILITATION AND IMPROVEMENT II,17/06/2008,31/05/2015,World Bank,DAC,Honduras,HND,151|210,"Government and civil society, general|Transport and storage",Completion,2008,2015,50737710.12,8992817.524
P115700,1,Belarus DPL,01/12/2009,01/06/2010,World Bank,DAC,Belarus,BLR,151|160|321|230|240,"Other social infrastructure and services|Banking and financial services|Industry|Government and civil society, general|Energy generation and supply",Completion,2009,2010,206992946.2,206992946.2
P115036,1,Malaria Control Booster Project - Additional Financing,16/06/2009,,World Bank,DAC,Nigeria,NGA,120|121,"Health, general|Health",Completion,2009,2009,103496473.1,
P118974,1,Skills Development Support Project,26/04/2011,30/06/2016,World Bank,DAC,Mauritania,MRT,111|113,"Education, level unspecified|Secondary education",Implementation,2011,2016,16000000,537825
P085231,1,Second Rural Access Project,08/11/2005,30/11/2015,World Bank,DAC,"Yemen, Republic of",YEM,151|210,"Government and civil society, general|Transport and storage",Implementation,2005,2015,45343444.23,38331354.36
P112346,1,Affordable Mortgage Finance DPL,24/09/2009,31/03/2015,World Bank,DAC,"Egypt, Arab Republic of",EGY,240,Banking and financial services,Completion,2009,2015,310489419.3,206992946.2
P079165,1,PE Sierra Rural Development Project,24/04/2007,30/06/2016,World Bank,DAC,Peru,PER,151|310|160|321,"Other social infrastructure and services|Industry|Government and civil society, general|Agriculture, forestry, fishing",Implementation,2007,2016,21342804.3,16978044.85
P112142,1,Health & Social Protection Project,12/06/2008,,World Bank,DAC,Kyrgyz Republic,KGZ,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2008,2008,6263914.83,
P117323,1,Indonesia Power Transmission Development Project,08/07/2010,31/12/2015,World Bank,DAC,Indonesia,IDN,230,Energy generation and supply,Implementation,2010,2015,229796456.4,
P119355,1,Decentralized Service Delivery Program II,20/12/2011,31/12/2016,World Bank,DAC,Sierra Leone,SLE,151|160|111|120|140,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Implementation,2011,2016,26000000,
P120211,1,AR Norte Grande Water Infrastructure,20/12/2010,30/04/2017,World Bank,DAC,Argentina,ARG,410|140,Water supply and sanitation|General environmental protection,Implementation,2010,2017,204263516.8,510658.792
P106589,1,Information Technology Development,10/07/2008,31/12/2015,World Bank,DAC,Mexico,MEX,220,Communications,Implementation,2008,2015,83518864.4,6415364.274
P081511,1,Supplemental Grant - Second Social Action Project,08/04/2003,,World Bank,DAC,Burundi,BDI,120|111|160|210|140,"Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage|Education, level unspecified",Completion,2003,2003,17099817.9,
P048851,1,Commodities Market Development Project,16/07/1998,31/03/2003,World Bank,DAC,Turkey,TUR,151|321,"Industry|Government and civil society, general",Completion,1998,2003,5302686.844,1876643.888
P106663,1,Sao Paulo Feeder Roads Project,09/07/2009,30/06/2015,World Bank,DAC,Brazil,BRA,210,Transport and storage,Completion,2009,2015,172476872.4,484362154.5
P121185,1,National Highways Interconnectivity Improvement Project,29/10/2013,30/06/2019,World Bank,DAC,India,IND,210,Transport and storage,Implementation,2013,2019,516456920.4,
P120399,1,Second Public Expenditure Development Policy Loan,28/04/2011,31/12/2011,World Bank,DAC,Serbia,SRB,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2011,2011,100000000,100000000
