transaction_id,project_id,transaction_isodate,transaction_year,transaction_value_code,transaction_currency,transaction_value
3iXTjopWpy8q32qjk8EHdZ,P082781,29/02/2004,2004,C,USD,35137057.07
VdWho74YBjZhoWmaG87gTV,P117407,12/11/2013,2013,C,USD,604667762.4
HWyhHzZMXpuiZRM3FxLJvB,P006060,13/05/1995,1995,C,USD,291962875.2
DK3cUktvUCV49SPUqCjPBd,P002369,11/11/1997,1997,C,USD,67032434.96
Le2BtzezTQb5ffmDymjDzC,P094212,29/03/2007,2007,C,USD,18141383.66
TsvQBECVmMRuXr7NGUsVNG,P003987,16/05/1996,1996,C,USD,141888990.2
j68ogLCfQ8xxcB7ReTjwmB,P008827,26/06/1995,1995,C,USD,556119762.2
d6hdFHCNvNZnnP9rRoP5Ub,P126637,16/04/2012,2012,C,USD,294553115
AAjjHTGTTtHqgyea5RanTJ,P062748,31/08/2001,2001,C,USD,128417899
iFm3wJw56egyd4HirKAE6J,P000943,10/01/1995,1995,C,USD,33228155.79
5bCtrp9ag4b249t588ziLB,P064585,25/12/1999,1999,C,USD,19579992.96
NXzQbLjdrZ8nLqTQBUvn4d,P046563,17/09/1998,1998,C,USD,198850756.6
P3Y8NvECkWNXgb6uwqLYP3,P078949,03/02/2007,2007,C,USD,26678505.38
f2FSQGR4btaYyFjBSzhJBf,P082814,02/03/2006,2006,C,USD,16910790.58
aBk9LTVcujHvFxKQBRGJV4,P051309,16/07/1999,1999,C,USD,11747995.78
gCUemnujktdsLfHTvvWoNa,P043881,25/04/2003,2003,C,USD,96337002.25
vEf2iaSKFEvqYQwYxkmAWY,P088759,12/06/2008,2008,C,USD,62639148.3
yG8zhtyTWnzRm3HioYWER8,P046838,16/10/1996,1996,C,USD,17463260.34
t2FSKn6GniEvVJYk3iPAMn,P093294,26/11/2005,2005,C,USD,3400758.317
3247G2DgJSTR4bK75zWNmB,P003493,07/05/1995,1995,C,USD,291962875.2
KXq4y6FwU4E6nZiAo5VrgV,P065479,05/06/1999,1999,C,USD,9137330.05
H8uw3DrpTm2f8jt84yveSa,P113032,08/05/2010,2010,C,USD,153197637.6
Td5tJjkNtin3ufSTZHzEWR,P070235,18/04/2001,2001,C,USD,18741666.52
oY64Pv6QsNVgFDgnnKu9G9,P123374,04/03/2011,2011,C,USD,4200000
qDHEhAxpVYaac9GHuKHCaN,P122810,24/07/2011,2011,C,USD,531190000
29M9SCCmaTdLnBzmJ3rCkK,P035620,27/06/1995,1995,C,USD,15154263.52
QqbbP6tsXrdDsasRjA5vbT,P126339,22/07/2012,2012,C,USD,196368743.3
8xPKJaKDyJZJce7mJRAu75,P100854,15/07/2007,2007,C,USD,32014206.45
X7jRUKoLC4FR25FL4rhfEZ,P117282,12/05/2010,2010,C,USD,16647476.62
vjx2iFUBYCX7abw5zZ7W9G,P051357,03/06/1998,1998,C,USD,132567171.1
rz8cvTL2i7s9nfMPGzZWJT,P050046,30/12/2001,2001,C,USD,87461110.42
F6xA5nMMoR6Bh3gh9kUFWg,P065437,26/08/2002,2002,C,USD,33197489.21
r74U7sh7HG9LeAj2xTWrU8,P005169,02/03/1996,1996,C,USD,102323791
wer7KRUPpaHPNNARjcjfnc,P112158,01/10/2011,2011,C,USD,640000000
DELEs6eBUBAwwX5uqfHZUF,P105120,04/05/2007,2007,C,USD,26678505.38
xzTWYiwzHPZXvmni9q3un6,P108932,01/04/2008,2008,C,USD,83518864.4
Z3TdcmstJwAjbS6jjFDaRB,P035163,21/02/1996,1996,C,USD,13643172.14
JkgZwfbecnSRheBvHQcqCj,P050738,05/08/2001,2001,C,USD,6247222.173
Hhfpft7tbqDAQc7q6nZyAH,P044803,31/05/2003,2003,C,USD,167096530.4
vHhcDUzSE3qYVMBEp5oybX,P085080,11/02/2005,2005,C,USD,35968687.13
KqAXaCy5UEzk5LHvLGP2wC,P093987,22/11/2006,2006,C,USD,52379526.68
xDB4ZsyE5TPpYQnr6icTa6,P100735,24/07/2008,2008,C,USD,116926410.2
e8gK5xFNfRQvB5LMoBNM3k,P110959,28/04/2010,2010,C,USD,25532939.6
DrqJydPsz47AKbJctCujmc,P044383,14/01/1997,1997,C,USD,8848281.414
Kkox7a9JUCL9S8mKNiWrbj,P010476,04/05/1995,1995,C,USD,393315701.8
N83tQyR7PcMwApqmEtpTra,P083746,14/03/2005,2005,C,USD,170037915.8
uaFzmLEhrhW3HUWCHb6V4k,P050668,22/01/2002,2002,C,USD,666408857.4
LcVV3qFkKi3n9yrAV7vbMh,P092429,14/01/2007,2007,C,USD,10671402.15
iEXYGof2mFAzbhbzw6LVS6,P094869,07/01/2007,2007,C,USD,1547353.312
mA8rVq8ZFJ5WdAiR8U3xN6,P096823,16/03/2008,2008,C,USD,48440941.35
W3W3LAYynnU4aD8Ho2Cu64,P107782,21/10/2010,2010,C,USD,15319763.76
phqarej6nq9KiBgwQbA8s5,P145865,29/11/2013,2013,C,USD,154937076.1
GTHodRDb2kyWXLeEPomwXC,P086994,25/04/2005,2005,C,USD,11335861.06
vYa3sxPQ3ijL8rntqYcB9d,P125504,19/06/2011,2011,C,USD,11000000
ei4oW7fmfx7Trmo8MkWw3R,P052021,26/09/2000,2000,C,USD,44718740.4
U5UdZH7T8TW77gXkDzjwQA,P009995,08/09/1997,1997,C,USD,469227044.7
UtUfUXdeJs7B9N3yjkT9RP,P076722,10/11/2004,2004,C,USD,11712352.36
cqovGyfJnyzACndPqnu2BK,P035761,17/11/1996,1996,C,USD,272863442.7
k7fsNeMjuFL3YprWXaWwxn,P070823,29/01/2005,2005,C,USD,36501472.6
TdGMJjPYbG5sbK7hemQTeg,P121805,09/04/2010,2010,C,USD,20426351.68
pDBM4mZscqdgvZQHMZAVvV,P092631,09/01/2008,2008,C,USD,156597870.8
UwGgeXcFjaDqUyGowoFTC7,P001559,11/03/1998,1998,C,USD,86168661.21
eqH2ex8xDjTaRYhupJic2d,P057653,02/03/2002,2002,C,USD,196725862
YAtJmJitTJdk9TpjZdmDTB,P075739,06/10/2002,2002,C,USD,5508324.135
KSScBwwmvG6VYXHtLaCd2H,P001081,29/04/1996,1996,C,USD,47751102.48
MkWmxqdEvoTx8hPtkZ4pXZ,P049166,09/11/1997,1997,C,USD,20109730.49
MjxESBhskPRWZFiyHAWjp6,P086592,23/09/2013,2013,C,USD,106286834.2
dqgVymVVd6QsEmZHNixDnc,P082026,03/10/2006,2006,C,USD,81259643.06
DmbN7oorPiG2fQfBpsQqXT,P085786,09/07/2004,2004,C,USD,175685285.3
DtGkZHrzecvKc5X8MdUfqn,P122179,30/08/2011,2011,C,USD,150000000
77CcRM5wKdXqLrNkmRXt3Y,P068058,23/10/2003,2003,C,USD,174610816.6
j8zjqTLZX3MUeLJmgD2Fki,P119862,10/05/2011,2011,C,USD,50000000
m6BwT5ubvpcw6Ed6nNYtih,P113415,26/08/2009,2009,C,USD,25874118.27
ExJQbysR8J8LHvyzrcHRFe,P045820,28/11/1996,1996,C,USD,13643172.14
BG5RK64LB3qErWJeFgode6,P046006,21/10/1998,1998,C,USD,530268684.4
Foua7hsra786sZVvTaCupB,P069258,13/10/2003,2003,C,USD,215072357.5
CcFp62EYScAfRxpiH7ACcV,P044147,18/09/1997,1997,C,USD,134064869.9
AMpw8oS7UpWC5bHjpoVhLL,P082822,13/06/2006,2006,C,USD,197889192.9
K9HsSESRAY5NQaC5C6JtLh,P111679,06/11/2009,2009,C,USD,8279717.848
WE773KNTEAXJwYRyXDhJn,P117838,17/01/2010,2010,C,USD,61279055.04
PuZKTufdXMmrJSSwLmYxv3,P094167,05/04/2005,2005,C,USD,527570973.6
UAaK29qxhcnZgoEPESpNuQ,P082813,15/01/2003,2003,C,USD,18063187.92
QpgaWKxfUaHzpnZq8pkS54,P130592,20/12/2014,2014,C,USD,47500000
5Sq2HZ32MtwZqEPRN8SPpZ,P118187,19/08/2010,2010,C,USD,40852703.36
RrVYJ85waCNfQPmMDSTbg7,P077172,01/03/2002,2002,C,USD,186299391.3
DxC7jhKXcii4ur3c6wCCFN,P078676,07/11/2002,2002,C,USD,14754439.65
7PG4MwfvpLjPJzW7A9yh9B,P125209,06/09/2011,2011,C,USD,8000000
MKdivAYw6dGwuYq9wWzLTJ,P036953,26/11/1999,1999,C,USD,78319971.86
83jVNG7adeni4qth53GUQP,P121391,25/05/2010,2010,C,USD,3063952.752
cxsGjmccGLEtHb8RMymR6c,P102160,02/07/2008,2008,C,USD,156597870.8
MUgijWgphYuRxaNC8ze5fF,P051553,08/08/1999,1999,C,USD,105079295.6
XRQ8TNiAAwCTT7dsJp9Cme,P073967,25/12/2003,2003,C,USD,72252751.69
RQfvpQGMEstGFqSw6WgE2o,P132617,21/06/2013,2013,C,USD,15493707.61
VaNbdT9mFaUMPdDmEjFzVJ,P108178,04/01/2008,2008,C,USD,6107316.959
6rGBorJLy54CtNKKv2W53V,P075613,24/09/2007,2007,C,USD,320142064.5
jYzskfJ3NMLvVdzeGFcPwJ,P122803,01/05/2011,2011,C,USD,30000000
Uxu8oAdJKhX5FLHtF9CGMd,P148681,22/06/2014,2014,C,USD,13800000
ARP4KLPgZ5MkHj8mHfmQJS,P076553,22/12/2006,2006,C,USD,164715492.7
bFFdVkXpCRxBif6ZQgmKKa,P000532,29/01/1998,1998,C,USD,7026060.068
PdGSb7k5He5doBG2pFzrMA,P064887,19/03/2000,2000,C,USD,516245915.9
CtHop657qzsbsFesG4JcrN,P065128,31/03/2001,2001,C,USD,62472221.73
UgjRAgZGmfDdb3HJRW2ehk,P074445,27/06/2008,2008,C,USD,10439858.05
ZL8BznWA5dUGv7HWFHeYrK,P046650,24/02/1997,1997,C,USD,14881200.56
iQnfbfZfrmNx5S7sjvEFTo,P065504,17/12/1999,1999,C,USD,13053328.64
A6udvinVwWjmzz5sSH3FT5,P128740,17/02/2012,2012,C,USD,10800280.88
cfWRPzX7GVjcd4GPSeKyTE,P104164,26/01/2011,2011,C,USD,1000000000
Ph9YUjkvq8z7hcAEYmqvTP,P118806,21/07/2013,2013,C,USD,206582768.2
eKE5bYoQVKENpN9TQ6BshC,P070668,14/03/2005,2005,C,USD,31740410.96
QhDiv6VQqhmvbqqXmGhyEG,P006006,30/08/1997,1997,C,USD,134064869.9
MQgoziCe5oU73ME3uSBTba,P066121,14/01/2001,2001,C,USD,149933332.1
rnxHEFTmpQbKf2o8C8XFNE,P123828,29/12/2012,2012,C,USD,296516802.4
N8m5b8vDJEZFNWJ8ESVD5i,P069374,05/04/2003,2003,C,USD,3311584.452
fyXf6RWv3sUtVgWWcHnKrf,P075566,09/06/2006,2006,C,USD,25805427.19
Pp2kgztCGLoDCUhrM9mBP3,P096965,24/07/2007,2007,C,USD,96042619.36
sSjMidVtUxcXiRudRR9aNC,P088857,30/10/2004,2004,C,USD,2342470.471
NAhLAjx4CwfV88drpsTMkK,P101230,27/08/2009,2009,C,USD,196643298.9
xPyfrbdq5JiRKnBejKdVYe,P125856,09/10/2011,2011,C,USD,21600000
3g9CseTs4d3UUc74xDdpp5,P148862,26/02/2013,2013,C,USD,516456920.4
NvafuYye3Y7SxDDnF3hm7Y,P052080,22/04/1999,1999,C,USD,11747995.78
fkbkNQoajPUcWu4D9XicBC,P057952,28/03/2000,2000,C,USD,25553565.94
PRi5qegz99ebnNeHM8LNon,P109219,18/05/2008,2008,C,USD,20879716.1
4WJiqR5aZt9nqCyNmeTiKJ,P088728,02/02/2005,2005,C,USD,272060665.4
P6g68VncBUtJ5HaG5mdmFP,P119380,12/03/2011,2011,C,USD,6000000
X59grHPzsywAN75AYJtXoP,P040712,22/12/2007,2007,C,USD,109125758.4
XnjeXrhcS7ajBDbt5X9riS,P070736,20/12/2004,2004,C,USD,60904232.25
Fk7m77Mu3ThESjWBvhL8LH,P004021,25/07/1996,1996,C,USD,508890320.7
FgDJvoYnVj9uNrhfzQRJHA,P118494,02/10/2010,2010,C,USD,15830422.55
odX4gcXe6WHW55GQGRc8iU,P122805,09/11/2011,2011,C,USD,125000000
SuH5dJt3b5V9SJ5m6cZsaN,P133114,07/03/2014,2014,C,USD,200000000
nnDmvzYsQPzTqG86pUWdsd,P109224,30/09/2010,2010,C,USD,122558110.1
LxDpmoMtin9amHex4uNyMo,P074001,23/08/2001,2001,C,USD,6247222.173
CoiC2xUy6DnX8Zaz2Xf69W,P122222,18/12/2011,2011,C,USD,560600000
TNaToDpfrTtDYKqSxmdcuL,P070992,08/04/2004,2004,C,USD,59732997.02
HQDpP4kvaQRhh25Vv4eEuL,P006204,29/08/1998,1998,C,USD,99425378.32
okbcSTdZMGJzvznCLth2dT,P074266,22/09/2003,2003,C,USD,24084250.56
SLAUa8MknHbR5Yp5if3nuH,P106975,30/12/2010,2010,C,USD,26043598.39
oBRJvoswMcqDMubvBRLsw4,P152018,02/01/2014,2014,C,USD,300000000
bQ7MwFyQtrUdBa3Uagaqmj,P100929,21/08/2007,2007,C,USD,17074243.44
yz3Puq2LmSHsXwifsqwD2h,P113416,03/02/2010,2010,C,USD,71492230.88
cvJQUByV3ySYKVBza3ktGM,P107248,17/04/2008,2008,C,USD,11483843.86
sCYr45AytXGJfjT7s4Dk2Z,P002753,14/04/1996,1996,C,USD,42430265.35
RiKgxKA2RzcwP3v9gxAk7c,P071062,13/10/2002,2002,C,USD,18443049.56
tNzH9tJjXyES7VrNKMckMC,P096635,15/03/2006,2006,C,USD,8784826.277
h7TvkeyVzfp8eksiiRsgNM,P007164,23/11/1996,1996,C,USD,32743613.13
wBsX79T7eRyakYqTwEED7E,P074639,22/06/2001,2001,C,USD,6247222.173
Lf5DBksNSZdrg6NfjK2jpW,P082878,09/06/2003,2003,C,USD,3612637.584
F9gnoKf6oGeohvVc28yZjF,P056256,21/01/2004,2004,C,USD,120637229.3
mUwhmsh4LhXfaRWxB6kVgK,P068706,09/03/2000,2000,C,USD,125851312.3
wUv9dSBej3w2wby3fLPybM,P045134,08/04/1998,1998,C,USD,9279701.976
E8cBDV2QoGcqTKHwJDRdKE,P055383,12/04/2001,2001,C,USD,12494444.35
gGZVKUNppCFwndhLf3Mv3,P121354,17/04/2011,2011,C,USD,30000000
FkLS5JrEPSfdpLEZyJzi5h,P146795,27/11/2014,2014,C,USD,20000000
gCiz7jnhNsK9NgVh43E7Fa,P074633,23/08/2004,2004,C,USD,58561761.78
RhfzguSJw7staW3CFVUvhm,P059323,24/01/1999,1999,C,USD,456866502.5
vUn8djzSi8qzKiuRnmK5gJ,P133811,23/05/2013,2013,C,USD,103291384.1
unp8Tk5NpXRQtEh8cV3maB,P110018,26/03/2010,2010,C,USD,4289533.853
jqub25KS5RGYpVGqPUqk26,P058520,04/10/1998,1998,C,USD,15908060.53
LTmoHF4VZsE9TG4EhcgaB4,P058536,14/04/1999,1999,C,USD,783199718.6
uSaNmTVkxbUTknurebrCCW,P045116,11/08/1996,1996,C,USD,36017974.44
jcdGYzbY8HBn8SVD4KLXji,P050649,24/04/2003,2003,C,USD,419065959.8
Xi8dhHxddB64kTgd5tEktk,P044251,04/06/1995,1995,C,USD,3892838.336
GFF893DsuXBYPEJGAGQfXX,P088809,25/05/2004,2004,C,USD,10306870.07
hkGpdqsCREcd3r3dRbo5vJ,P086629,23/11/2006,2006,C,USD,109810328.5
4frrKzGPUHD4PgCKuyFfZi,P101335,19/08/2006,2006,C,USD,219620656.9
nhPtTr9wwJb6JtpinadZ7D,P130048,02/03/2012,2012,C,USD,1963687433
aVeQWzEZnr8bJNW9EZgCCi,P095563,01/11/2009,2009,C,USD,15524470.96
UoAYxU4Em36t5enaTakXj5,P043724,28/08/1997,1997,C,USD,119317734.2
6nayMZYC8fgN5zhseFD5D,P050578,27/04/2000,2000,C,USD,25553565.94
iCxFsGfmvovMkB8JVqxphG,P063089,03/04/1998,1998,C,USD,265134342.2
Qqhri8KWrK4oLEKLfP2cvC,P100397,18/12/2010,2010,C,USD,178730577.2
bVaV6TXQiixNCNdEUz4jDJ,P065127,03/05/2004,2004,C,USD,35488427.64
axdKr9d4kHtzyExQT88whJ,P103343,01/04/2007,2007,C,USD,119519704.1
jVSSoYKrJtqfHbwHkHEbik,P003531,01/12/1996,1996,C,USD,600299574
oWx6x2Z9hdBZFbifnsCr3E,P117764,22/09/2012,2012,C,USD,45164810.96
nBZEgTMGW5v8MXvDSY8hsK,P105424,28/04/2007,2007,C,USD,10671402.15
8EMQ4CiXjVbd3kfhLie6sn,P106870,11/12/2010,2010,C,USD,21447669.26
hCJ3rwCDe2snWos6qSQjTM,P077288,26/03/2003,2003,C,USD,4371291.477
rV9WMj74tphZ7Necg4o9nj,P044388,04/12/1996,1996,C,USD,6548722.626
itXSf4GA7ezA4ncfwhKQRm,P001409,23/11/1998,1998,C,USD,59655226.99
FEyNEnsxPZH4n28hbQY9mD,P035623,13/05/1996,1996,C,USD,12961013.53
X3SBLvDiNFBkavfRU3bRg,P075941,02/11/2013,2013,C,USD,351087414.5
UQthNv73wfmqQ5piToeC27,P123531,03/12/2013,2013,C,USD,103291384.1
UMVNnWS6szEmSwXDD9makj,P132210,21/05/2013,2013,C,USD,72303968.86
q5Wa9jRXg82HKXxfgZKQ3F,P003563,18/02/1996,1996,C,USD,204647582.1
9YWLsRvWwWAp66bHM39sYJ,P057915,29/03/1999,1999,C,USD,3263332.161
ACSePVwbE9zKRJWxo7eLzX,P073531,15/12/2002,2002,C,USD,6147683.187
tww4iNvipeAUEAAjRkwpX8,P074006,19/03/2002,2002,C,USD,49181465.49
MHxu3zxzPEoifbx5MEzxWk,P034106,10/06/1996,1996,C,USD,19100440.99
Bry4uaKvB9UbmjF2dKHR5J,P094967,06/07/2007,2007,C,USD,160071032.3
iJbwsmFGk5WycxNZV672GW,P114338,02/04/2011,2011,C,USD,975000000
YX9HUuNgWsUuCN9xRCuaPm,P112956,01/03/2010,2010,C,USD,194050341
KDSMkMykKmh2qTiNCFekHV,P106700,21/06/2011,2011,C,USD,39000000
5p4ATtV9Z25LTmdYhQbxZE,P115608,09/11/2009,2009,C,USD,1556328214
uT3fKyxHt9S8cxtx2SLchd,P103277,19/07/2008,2008,C,USD,62639148.3
EWprEHUCxw5ZYJA3C9AbK8,P074091,20/09/2010,2010,C,USD,102131758.4
VSoN6GWajWoSynGkvwn6Qh,P001738,28/02/1997,1997,C,USD,5630724.536
HJywLhhtnCh2P8Z8VF6rbe,P096400,09/05/2006,2006,C,USD,164715492.7
e5B25XEztDtdB9vWUxhk4k,P057394,18/06/2002,2002,C,USD,19672586.2
DRbFZRzPvJNMGP3L3ZMpBk,P075287,16/11/2005,2005,C,USD,11335861.06
rTFVoMTRG6T9VNmYhQU626,P074777,14/10/2002,2002,C,USD,6147683.187
qdzk3Hmn6jgQLomYHY7CgQ,P040061,15/01/1998,1998,C,USD,27176270.07
Ympk8vQFo8c7QWjtggTpqN,P040142,02/10/1996,1996,C,USD,12961013.53
yWsB5Goya8gzRE7HaF279G,P094281,05/01/2005,2005,C,USD,4534344.423
PGFRPLYg9pcVkja3yMEv7j,P093765,18/09/2005,2005,C,USD,368415484.3
Zp49Vh5DD5nT2Q6zPEFV8U,P111164,26/12/2009,2009,C,USD,362237655.8
fsGW2aTAcKbVnjYrkqmoo4,P091299,15/08/2006,2006,C,USD,32174426.24
W4WJ2cQK5eeEQVDV62UhKi,P095460,12/12/2006,2006,C,USD,109810328.5
3acVnxxyM8G8kgzuDFSeRJ,P127956,01/05/2013,2013,C,USD,309874152.3
95P8n7MaTATso68cfZiCjf,P004800,14/10/1995,1995,C,USD,208544910.8
9UvA72xP7LrPSbHnyPvA25,P105492,19/10/2007,2007,C,USD,26678505.38
SAvVohgWtthZJWZb3zaCPC,P113496,21/08/2010,2010,C,USD,66661398.71
eSnacBwJnGHas29YyxvLY5,P039154,20/04/1995,1995,C,USD,69514970.28
qA2YwSToKcKdhrGvr4QXvV,P007837,17/01/1997,1997,C,USD,37538163.58
LXkncEvvpEDU9uxkK5jsmD,P055989,03/04/1998,1998,C,USD,66283585.54
qyBEaFQa8gk9KJe8ckqeJS,P075660,25/12/2001,2001,C,USD,62472221.73
eXSdGtAhhUFKPnVgQBoFXd,P069909,22/07/2000,2000,C,USD,9582587.228
vLzKY5LQ7zTdyV2K9RELfR,P058845,21/09/2001,2001,C,USD,249888886.9
oLtFWfP3o7fPsKr8NwWBjW,P088150,06/11/2004,2004,C,USD,163961220.6
ySUsWwJ3jPaa6yhgQ6qXFn,P084329,02/03/2003,2003,C,USD,114400190.2
HhHb3G4rPAPSiU2umwJjLV,P145861,11/12/2014,2014,C,USD,63000000
pvn74cde6UjVVGrHdeXZRb,P126735,22/10/2014,2014,C,USD,48000000
KTSuiKNpcg3DgHJixpKNME,P123196,06/12/2011,2011,C,USD,5000000
KJLzEZe3Gj8tjK5PCoHtnJ,P119882,11/07/2010,2010,C,USD,153197637.6
LiFMjaJXeE5vDWQjFvayM8,P044449,02/02/1997,1997,C,USD,26142649.63
VEwzzZFDUeS5VTjMBp4cYU,P044521,01/03/1996,1996,C,USD,10232379.1
eKSKvSWDKY5WxMnE8HW2PM,P078993,09/05/2005,2005,C,USD,96354818.98
8zLY5m8J4vyyTxKdkyWc48,P004033,18/09/1997,1997,C,USD,36197514.88
3WQ8Kho4y69ZpxLkUZA44D,P035689,14/04/1998,1998,C,USD,31816121.06
oiDpp4jLNK45njdo4Vo8H3,P088153,18/08/2004,2004,C,USD,234247047.1
rgeE9Mgy4sWBBBhdgVRY2j,P079748,08/11/2005,2005,C,USD,227295350
zMusv5adCSXziAK8Gh9iGV,P105990,26/08/2010,2010,C,USD,204263516.8
Xg6q4x8EvbseDk6YXVz9gQ,P122202,06/11/2011,2011,C,USD,40000000
xocy5R9bmTRC6ADPqhFvuU,P095210,10/01/2009,2009,C,USD,41398589.24
hQWsUAsvEju2AqxDGKFws4,P062916,13/11/2003,2003,C,USD,44555863.54
K6FvKsuoykDUvSCqsAUmzk,P115626,21/02/2009,2009,C,USD,62097883.86
EJDBNTQVsupEhkzzcJDdr9,P106724,07/01/2009,2009,C,USD,413985892.4
BvoiyQcSEUggAfvSrXGEDL,P096925,01/05/2008,2008,C,USD,104398580.5
zzR6wNikmqpM4qrJpdqfNQ,P067567,14/07/2001,2001,C,USD,22489999.82
Qb4tTAbRNRbZ87SM8WPZm6,P116989,01/04/2010,2010,C,USD,30639527.52
mrmSfXpJ45qvURExmhynEV,P044830,03/01/1997,1997,C,USD,1876908.179
Lgjuj9dnVSNh9VYjpP4fTK,P057449,04/05/1998,1998,C,USD,40167852.84
UjAciFa8ALALjVibTatZrB,P081924,20/11/2003,2003,C,USD,49372713.65
o2AR4pyQF9PJgDaspBJJ7R,P036061,04/02/1996,1996,C,USD,91409253.32
A3AdmtrvTHj3tHDxgS98qn,P103703,12/09/2007,2007,C,USD,5335701.076
mai8S7qwyjyX57u47yAqj9,P121811,18/11/2010,2010,C,USD,3063952.752
d7iR6xK6mUccGj3cQEJbC9,P035080,23/06/1995,1995,C,USD,31976886.33
DC6RmMg4gBiGhRYxKzeuXd,P077752,27/02/2007,2007,C,USD,156869611.6
3o7khG3cbqbQZDdTpunRAW,P058521,08/04/2001,2001,C,USD,43730555.21
r4morpzbkHmTrqVVbS3UXb,P071039,25/11/2004,2004,C,USD,39821998.01
APTCWvCqsTJT4szUZCkvDc,P055468,01/01/1999,1999,C,USD,7831997.186
hwkHJLtfxfCAgkY7JHHpa4,P078806,23/10/2004,2004,C,USD,351370570.7
9qxC2DNmx7gP6WvFRJQMqE,P049329,02/03/1996,1996,C,USD,34380793.79
YehyyUsnrMo9iHQGxN2yba,P144197,07/06/2013,2013,C,USD,42349467.48
oHy4EHxwPf2PiWHAxetgUY,P096586,08/03/2011,2011,C,USD,200000000
FtDw5jpeDpV7gnJ6nr4GMi,P126498,22/07/2014,2014,C,USD,45000000
977h6hrWsbhiZ4cARoApKh,P143988,29/07/2013,2013,C,USD,144607937.7
8cf7w4t9z4sYqJqf3UdMic,P054799,17/11/1998,1998,C,USD,19885075.66
r8B7hrdDgYqrRisBkTmuXe,P122226,19/04/2012,2012,C,USD,29455311.5
RK6Dw2BzhazqaqMrmfNbtL,P008837,11/04/1995,1995,C,USD,33367185.73
LBLdDgML9UnfFBuhBYfSEC,P129552,26/02/2012,2012,C,USD,981843.7165
mBnBoRhkZoB63uYD74gpsQ,P008500,14/11/1999,1999,C,USD,21537992.26
ZXNR8j7Ck8iaNCjXv5LgSC,P047345,03/12/2001,2001,C,USD,131816387.8
scFeLLxHm2jctQ7bzWEPPT,P087970,22/07/2007,2007,C,USD,154735331.2
4qf6xCjfYX7wdEj29JXpvj,P083533,07/07/2004,2004,C,USD,14195371.06
AeGsJuaZdYfbLqHFNmSoPZ,P144381,12/06/2013,2013,C,USD,3615198.443
tU2zwNtgnwzUjReWoNgQza,P107311,08/05/2010,2010,C,USD,31048054.55
aPvtK5n8y2cPfvfgVhju7M,P107981,01/05/2008,2008,C,USD,8038690.699
c8HiQJf7dMGNsJ3QiDB6XD,P115638,12/01/2009,2009,C,USD,206992946.2
DuPUPWDYNfp9xn9QNLbpzX,P054221,20/07/2009,2009,C,USD,28461530.1
gnMZHhs2gPQjYP8SRRg92Q,P101928,08/11/2008,2008,C,USD,122877129.3
S7Eky6wPhNFNSSY5hdyzzS,P094365,12/10/2005,2005,C,USD,113358610.6
HunDQsgGwWEeiTWKn6XTx7,P004845,27/12/1999,1999,C,USD,132882885.6
eyppFhFQEkbA8cWSUq23SS,P058356,08/10/1999,1999,C,USD,326333216.1
94Ysk3qMmKhjF4PxFxq7Bm,P074410,23/07/2002,2002,C,USD,2495959.374
ovnPZTe3wEt4b8Zge4rmua,P008281,20/10/1997,1997,C,USD,20109730.49
poNpijTCN6xt7QuB6YYTtK,P057883,11/11/2002,2002,C,USD,20902122.83
GeXvhJvigBmaGmtbKmPs2b,P128863,08/11/2012,2012,C,USD,42219279.81
PjSuNnaA3RDSDpYEDqbTjJ,P057459,28/05/2000,2000,C,USD,6388391.485
AyWg7cpZiFWWa3AhY5VsB6,P122008,01/09/2012,2012,C,USD,49092185.83
f85ofwTYYn4MSnTudmeXVP,P114880,09/06/2011,2011,C,USD,41000000
6wkdww93M6U5w5zuTpVFYa,P064082,27/04/2001,2001,C,USD,46979110.74
pphR6HJGXacjx3iPsKNvT9,P035669,16/10/1995,1995,C,USD,55611976.22
4r7WXBqy8uG48vhbAbAhYa,P050495,30/03/2001,2001,C,USD,37858166.37
yahWZqynX8xxUHg4jmatRE,P078936,04/10/2003,2003,C,USD,48168501.12
vNQHFsBhMyzZgvLD8oBnZj,P078991,03/07/2005,2005,C,USD,12469447.16
y8q7HP6xRQgmdZC9NK6jon,P101415,12/04/2010,2010,C,USD,56172467.12
oYHwRpCjdihb2KU4HJoMdV,P113349,10/10/2011,2011,C,USD,93000000
qSUWGqZwd4CsrcL5VneHx,P146520,22/02/2014,2014,C,USD,300000000
M3eJb5Sf83BRaurziBUJ5H,P063918,01/07/2000,2000,C,USD,6771694.974
LjcPhPJoFC28dXEvPfMaoB,P078813,09/12/2005,2005,C,USD,56679305.28
BrnWXkoDrYBV6HZaQ3CXGF,P111905,01/12/2008,2008,C,USD,208797161
vjY9CQZFj7vMmJHbMKgrYF,P071191,20/07/2004,2004,C,USD,326774630.7
ohTgmPcaY72P7Dpy8mHP58,P072395,09/01/2004,2004,C,USD,58561761.78
A5sh3Lq6vnfknECZohjvw7,P081269,19/08/2003,2003,C,USD,25288463.09
kcsWErqEej4P9WxZTZ4jq6,P083813,20/02/2013,2013,C,USD,3098741.523
ALDb6Zb5w6qKtMmyuL9i2V,P127754,09/03/2013,2013,C,USD,74369796.54
4g75dhqSJho5vBdLyDP5nc,P107355,31/07/2008,2008,C,USD,13571815.47
pvXHLBWaivSop3krQqmnse,P110593,17/05/2009,2009,C,USD,13972023.87
